NameOfFile Method CorCoeff PValue Species Gene Samples
Apodemus_agrarius.CytB.terminals.nuc.fa.50.samples.mike6.txt RSquareAndDistance 0.025 0.925 Apodemus_agrarius CytB 50
Apodemus_agrarius.CytB.terminals.nuc.fa.50.samples.mike6.txt DAndDistance -0.015 0.237 Apodemus_agrarius CytB 50
Apodemus_agrarius.ND1.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.011 0.486 Apodemus_agrarius ND1 10
Apodemus_agrarius.ND2.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.059 0.826 Apodemus_agrarius ND2 10
Apodemus_agrarius.ND2.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.005 0.425 Apodemus_agrarius ND2 10
Apodemus_agrarius.ND2.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance 0.013 0.623 Apodemus_agrarius ND2 20
Apodemus_agrarius.ND2.terminals.nuc.fa.20.samples.mike6.txt DAndDistance 0.092 0.976 Apodemus_agrarius ND2 20
Apodemus_agrarius.ND2.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance -0.019 0.295 Apodemus_agrarius ND2 30
Apodemus_agrarius.ND2.terminals.nuc.fa.30.samples.mike6.txt DAndDistance 0.053 0.868 Apodemus_agrarius ND2 30
Apodemus_agrarius.ND3.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.055 0.691 Apodemus_agrarius ND3 10
Apodemus_agrarius.ND3.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.107 0.818 Apodemus_agrarius ND3 10
Apodemus_agrarius.ND4L.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.09 0.808 Apodemus_agrarius ND4L 10
Apodemus_agrarius.ND4.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.121 0.078 Apodemus_agrarius ND4 10
Apodemus_agrarius.ND4.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.013 0.384 Apodemus_agrarius ND4 10
Apodemus_agrarius.ND4.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.062 0.07 Apodemus_agrarius ND4 20
Apodemus_agrarius.ND4.terminals.nuc.fa.20.samples.mike6.txt DAndDistance -0.022 0.291 Apodemus_agrarius ND4 20
Apodemus_agrarius.ND4.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance -0.033 0.149 Apodemus_agrarius ND4 30
Apodemus_agrarius.ND4.terminals.nuc.fa.30.samples.mike6.txt DAndDistance -0.017 0.287 Apodemus_agrarius ND4 30
Apodemus_agrarius.ND4.terminals.nuc.fa.40.samples.mike6.txt RSquareAndDistance -0.012 0.328 Apodemus_agrarius ND4 40
Apodemus_agrarius.ND4.terminals.nuc.fa.40.samples.mike6.txt DAndDistance -0.017 0.29 Apodemus_agrarius ND4 40
Apodemus_agrarius.ND5.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.021 0.255 Apodemus_agrarius ND5 10
Apodemus_agrarius.ND5.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.059 0.064 Apodemus_agrarius ND5 10
Apodemus_agrarius.ND5.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.03 0.155 Apodemus_agrarius ND5 20
Apodemus_agrarius.ND5.terminals.nuc.fa.20.samples.mike6.txt DAndDistance 0 0.485 Apodemus_agrarius ND5 20
Apodemus_agrarius.ND5.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance -0.029 0.14 Apodemus_agrarius ND5 30
Apodemus_agrarius.ND5.terminals.nuc.fa.30.samples.mike6.txt DAndDistance -0.013 0.333 Apodemus_agrarius ND5 30
Apodemus_argenteus.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.055 0.075 Apodemus_argenteus CytB 10
Apodemus_argenteus.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.019 0.711 Apodemus_argenteus CytB 10
Apodemus_argenteus.CytB.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.002 0.452 Apodemus_argenteus CytB 20
Apodemus_argenteus.CytB.terminals.nuc.fa.20.samples.mike6.txt DAndDistance 0.014 0.652 Apodemus_argenteus CytB 20
Apodemus_argenteus.CytB.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance 0.017 0.729 Apodemus_argenteus CytB 30
Apodemus_argenteus.CytB.terminals.nuc.fa.30.samples.mike6.txt DAndDistance -0.028 0.172 Apodemus_argenteus CytB 30
Apodemus_argenteus.CytB.terminals.nuc.fa.40.samples.mike6.txt RSquareAndDistance -0.025 0.111 Apodemus_argenteus CytB 40
Apodemus_argenteus.CytB.terminals.nuc.fa.40.samples.mike6.txt DAndDistance -0.001 0.47 Apodemus_argenteus CytB 40
Apodemus_argenteus.CytB.terminals.nuc.fa.50.samples.mike6.txt RSquareAndDistance -0.033 0.046 Apodemus_argenteus CytB 50
Apodemus_argenteus.CytB.terminals.nuc.fa.50.samples.mike6.txt DAndDistance -0.003 0.439 Apodemus_argenteus CytB 50
Apodemus_chejuensis.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.028 0.742 Apodemus_chejuensis CytB 10
Apodemus_chejuensis.CytB.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance 0.019 0.675 Apodemus_chejuensis CytB 20
Apodemus_chejuensis.CytB.terminals.nuc.fa.20.samples.mike6.txt DAndDistance 0.04 0.863 Apodemus_chejuensis CytB 20
Apodemus_chevrieri.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.047 0.144 Apodemus_chevrieri CytB 10
Apodemus_chevrieri.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.144 0 Apodemus_chevrieri CytB 10
Apodemus_draco.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.054 0.005 Apodemus_draco CytB 10
Apodemus_draco.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.022 0.803 Apodemus_draco CytB 10
Apodemus_draco.CytB.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.082 0 Apodemus_draco CytB 20
Apodemus_draco.CytB.terminals.nuc.fa.20.samples.mike6.txt DAndDistance 0.043 0.983 Apodemus_draco CytB 20
Apodemus_draco.CytB.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance -0.091 0 Apodemus_draco CytB 30
Apodemus_draco.CytB.terminals.nuc.fa.30.samples.mike6.txt DAndDistance 0.06 0.997 Apodemus_draco CytB 30
Apodemus_flavicollis.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.053 0.117 Apodemus_flavicollis CytB 10
Apodemus_flavicollis.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.017 0.64 Apodemus_flavicollis CytB 10
Apodemus_ilex.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.047 0.889 Apodemus_ilex CytB 10
Apodemus_ilex.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.021 0.281 Apodemus_ilex CytB 10
Apodemus_ilex.CytB.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.008 0.404 Apodemus_ilex CytB 20
Apodemus_ilex.CytB.terminals.nuc.fa.20.samples.mike6.txt DAndDistance -0.032 0.188 Apodemus_ilex CytB 20
Apodemus_ilex.CytB.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance -0.026 0.151 Apodemus_ilex CytB 30
Apodemus_ilex.CytB.terminals.nuc.fa.30.samples.mike6.txt DAndDistance -0.041 0.051 Apodemus_ilex CytB 30
Apodemus_ilex.CytB.terminals.nuc.fa.40.samples.mike6.txt RSquareAndDistance 0.001 0.526 Apodemus_ilex CytB 40
Apodemus_ilex.CytB.terminals.nuc.fa.40.samples.mike6.txt DAndDistance -0.023 0.195 Apodemus_ilex CytB 40
Apodemus_ilex.CytB.terminals.nuc.fa.50.samples.mike6.txt RSquareAndDistance -0.002 0.465 Apodemus_ilex CytB 50
Apodemus_ilex.CytB.terminals.nuc.fa.50.samples.mike6.txt DAndDistance -0.03 0.116 Apodemus_ilex CytB 50
Apodemus_latronum.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.153 0 Apodemus_latronum CytB 10
Apodemus_latronum.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.023 0.783 Apodemus_latronum CytB 10
Apodemus_latronum.CytB.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.076 0.002 Apodemus_latronum CytB 20
Apodemus_latronum.CytB.terminals.nuc.fa.20.samples.mike6.txt DAndDistance -0.041 0.068 Apodemus_latronum CytB 20
Apodemus_latronum.CytB.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance -0.131 0 Apodemus_latronum CytB 30
Apodemus_latronum.CytB.terminals.nuc.fa.30.samples.mike6.txt DAndDistance 0.033 0.948 Apodemus_latronum CytB 30
Apodemus_latronum.CytB.terminals.nuc.fa.40.samples.mike6.txt RSquareAndDistance -0.109 0 Apodemus_latronum CytB 40
Apodemus_latronum.CytB.terminals.nuc.fa.40.samples.mike6.txt DAndDistance 0.006 0.641 Apodemus_latronum CytB 40
Apodemus_latronum.CytB.terminals.nuc.fa.50.samples.mike6.txt RSquareAndDistance -0.113 0 Apodemus_latronum CytB 50
Apodemus_latronum.CytB.terminals.nuc.fa.50.samples.mike6.txt DAndDistance -0.022 0.13 Apodemus_latronum CytB 50
Apodemus_peninsulae.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.013 0.338 Apodemus_peninsulae CytB 10
Apodemus_peninsulae.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.002 0.496 Apodemus_peninsulae CytB 10
Apodemus_peninsulae.CytB.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance 0.011 0.666 Apodemus_peninsulae CytB 20
Apodemus_peninsulae.CytB.terminals.nuc.fa.20.samples.mike6.txt DAndDistance 0 0.516 Apodemus_peninsulae CytB 20
Apodemus_peninsulae.CytB.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance -0.01 0.31 Apodemus_peninsulae CytB 30
Apodemus_peninsulae.CytB.terminals.nuc.fa.30.samples.mike6.txt DAndDistance 0.021 0.821 Apodemus_peninsulae CytB 30
Apodemus_peninsulae.CytB.terminals.nuc.fa.40.samples.mike6.txt RSquareAndDistance -0.007 0.326 Apodemus_peninsulae CytB 40
Apodemus_peninsulae.CytB.terminals.nuc.fa.40.samples.mike6.txt DAndDistance 0.024 0.883 Apodemus_peninsulae CytB 40
Apodemus_speciosus.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.01 0.615 Apodemus_speciosus CytB 10
Apodemus_speciosus.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.04 0.145 Apodemus_speciosus CytB 10
Apodemus_speciosus.CytB.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.004 0.39 Apodemus_speciosus CytB 20
Apodemus_speciosus.CytB.terminals.nuc.fa.20.samples.mike6.txt DAndDistance 0.016 0.714 Apodemus_speciosus CytB 20
Apodemus_speciosus.CytB.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance 0.009 0.64 Apodemus_speciosus CytB 30
Apodemus_speciosus.CytB.terminals.nuc.fa.30.samples.mike6.txt DAndDistance 0.005 0.596 Apodemus_speciosus CytB 30
Apodemus_speciosus.CytB.terminals.nuc.fa.40.samples.mike6.txt RSquareAndDistance 0.012 0.699 Apodemus_speciosus CytB 40
Apodemus_speciosus.CytB.terminals.nuc.fa.40.samples.mike6.txt DAndDistance 0.018 0.773 Apodemus_speciosus CytB 40
Apodemus_sylvaticus.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.023 0.633 Apodemus_sylvaticus CytB 10
Apodemus_sylvaticus.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.056 0.862 Apodemus_sylvaticus CytB 10
Apodemus_sylvaticus.CytB.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance 0.046 0.922 Apodemus_sylvaticus CytB 20
Apodemus_sylvaticus.CytB.terminals.nuc.fa.20.samples.mike6.txt DAndDistance 0.005 0.559 Apodemus_sylvaticus CytB 20
Apodemus_sylvaticus.CytB.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance -0.059 0.074 Apodemus_sylvaticus CytB 30
Apodemus_sylvaticus.CytB.terminals.nuc.fa.30.samples.mike6.txt DAndDistance 0.038 0.871 Apodemus_sylvaticus CytB 30
Apodemus_sylvaticus.CytB.terminals.nuc.fa.40.samples.mike6.txt RSquareAndDistance -0.023 0.152 Apodemus_sylvaticus CytB 40
Apodemus_sylvaticus.CytB.terminals.nuc.fa.40.samples.mike6.txt DAndDistance 0.003 0.55 Apodemus_sylvaticus CytB 40
Apodemus_sylvaticus.CytB.terminals.nuc.fa.50.samples.mike6.txt RSquareAndDistance -0.05 0.055 Apodemus_sylvaticus CytB 50
Apodemus_sylvaticus.CytB.terminals.nuc.fa.50.samples.mike6.txt DAndDistance 0.027 0.874 Apodemus_sylvaticus CytB 50
Apteronotus_albifrons.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.024 0.774 Apteronotus_albifrons CytB 10
Apteronotus_albifrons.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.036 0.14 Apteronotus_albifrons CytB 10
Apteryx_australis.ATP6.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.004 0.52 Apteryx_australis ATP6 10
Apteryx_australis.ATP6.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.076 0.066 Apteryx_australis ATP6 10
Arapaima_gigas.ATP6.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.147 0.056 Arapaima_gigas ATP6 10
Arapaima_gigas.ATP6.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.215 0.035 Arapaima_gigas ATP6 10
Arapaima_gigas.ND1.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.184 0.081 Arapaima_gigas ND1 10
Arapaima_gigas.ND1.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.228 0.068 Arapaima_gigas ND1 10
Arapaima_gigas.ND1.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.09 0.155 Arapaima_gigas ND1 20
Arapaima_gigas.ND1.terminals.nuc.fa.20.samples.mike6.txt DAndDistance -0.203 0.027 Arapaima_gigas ND1 20
Arctocephalus_forsteri.ATP6.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.072 0.169 Arctocephalus_forsteri ATP6 10
Arctocephalus_forsteri.ATP6.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.092 0.105 Arctocephalus_forsteri ATP6 10
Arctocephalus_forsteri.COX1.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.108 0.038 Arctocephalus_forsteri COX1 10
Arctocephalus_forsteri.COX1.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.023 0.243 Arctocephalus_forsteri COX1 10
Arctocephalus_forsteri.COX2.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.121 0.094 Arctocephalus_forsteri COX2 10
Arctocephalus_forsteri.COX2.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.032 0.303 Arctocephalus_forsteri COX2 10
Arctocephalus_forsteri.COX3.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.369 0 Arctocephalus_forsteri COX3 10
Arctocephalus_forsteri.COX3.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.035 0.687 Arctocephalus_forsteri COX3 10
Arctocephalus_forsteri.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.02 0.636 Arctocephalus_forsteri CytB 10
Arctocephalus_forsteri.ND1.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.046 0.706 Arctocephalus_forsteri ND1 10
Arctocephalus_forsteri.ND1.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.156 0.02 Arctocephalus_forsteri ND1 10
Arctocephalus_forsteri.ND2.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.005 0.459 Arctocephalus_forsteri ND2 10
Arctocephalus_forsteri.ND2.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.013 0.324 Arctocephalus_forsteri ND2 10
Arctocephalus_forsteri.ND2.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.018 0.292 Arctocephalus_forsteri ND2 20
Arctocephalus_forsteri.ND2.terminals.nuc.fa.20.samples.mike6.txt DAndDistance -0.052 0.083 Arctocephalus_forsteri ND2 20
Arctocephalus_forsteri.ND4.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.076 0.071 Arctocephalus_forsteri ND4 10
Arctocephalus_forsteri.ND4.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.019 0.706 Arctocephalus_forsteri ND4 10
Arctocephalus_forsteri.ND5.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.058 0.067 Arctocephalus_forsteri ND5 10
Arctocephalus_forsteri.ND5.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.029 0.731 Arctocephalus_forsteri ND5 10
Arctocephalus_forsteri.ND5.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.12 0.001 Arctocephalus_forsteri ND5 20
Arctocephalus_forsteri.ND5.terminals.nuc.fa.20.samples.mike6.txt DAndDistance 0.024 0.803 Arctocephalus_forsteri ND5 20
Arremon_aurantiirostris.ND2.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.083 0.056 Arremon_aurantiirostris ND2 10
Arremon_aurantiirostris.ND2.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.01 0.706 Arremon_aurantiirostris ND2 10
Artamus_personatus.ND2.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.015 0.579 Artamus_personatus ND2 10
Artamus_personatus.ND2.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.012 0.539 Artamus_personatus ND2 10
Artamus_personatus.ND2.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance 0.049 0.986 Artamus_personatus ND2 20
Artamus_personatus.ND2.terminals.nuc.fa.20.samples.mike6.txt DAndDistance -0.004 0.441 Artamus_personatus ND2 20
Artamus_personatus.ND2.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance 0.028 0.943 Artamus_personatus ND2 30
Artamus_personatus.ND2.terminals.nuc.fa.30.samples.mike6.txt DAndDistance -0.01 0.347 Artamus_personatus ND2 30
Artamus_superciliosus.ND2.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.115 0.99 Artamus_superciliosus ND2 10
Artamus_superciliosus.ND2.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.074 0.927 Artamus_superciliosus ND2 10
Artamus_superciliosus.ND2.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.023 0.217 Artamus_superciliosus ND2 20
Artamus_superciliosus.ND2.terminals.nuc.fa.20.samples.mike6.txt DAndDistance 0.045 0.892 Artamus_superciliosus ND2 20
Artibeus_cinereus.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.098 0.959 Artibeus_cinereus CytB 10
Artibeus_cinereus.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.011 0.438 Artibeus_cinereus CytB 10
Artibeus_cinereus.CytB.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.055 0.1 Artibeus_cinereus CytB 20
Artibeus_cinereus.CytB.terminals.nuc.fa.20.samples.mike6.txt DAndDistance -0.038 0.029 Artibeus_cinereus CytB 20
Artibeus_fimbriatus.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.04 0.796 Artibeus_fimbriatus CytB 10
Artibeus_fimbriatus.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.007 0.452 Artibeus_fimbriatus CytB 10
Artibeus_fimbriatus.CytB.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance 0.045 0.917 Artibeus_fimbriatus CytB 20
Artibeus_fimbriatus.CytB.terminals.nuc.fa.20.samples.mike6.txt DAndDistance -0.001 0.473 Artibeus_fimbriatus CytB 20
Artibeus_fimbriatus.CytB.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance 0.021 0.689 Artibeus_fimbriatus CytB 30
Artibeus_fimbriatus.CytB.terminals.nuc.fa.30.samples.mike6.txt DAndDistance 0.011 0.637 Artibeus_fimbriatus CytB 30
Artibeus_fimbriatus.CytB.terminals.nuc.fa.40.samples.mike6.txt RSquareAndDistance 0.034 0.866 Artibeus_fimbriatus CytB 40
Artibeus_fimbriatus.CytB.terminals.nuc.fa.40.samples.mike6.txt DAndDistance -0.002 0.472 Artibeus_fimbriatus CytB 40
Artibeus_glaucus.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.001 0.482 Artibeus_glaucus CytB 10
Artibeus_glaucus.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.004 0.582 Artibeus_glaucus CytB 10
Artibeus_intermedius.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.015 0.348 Artibeus_intermedius CytB 10
Artibeus_intermedius.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.025 0.271 Artibeus_intermedius CytB 10
Artibeus_jamaicensis.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.187 0 Artibeus_jamaicensis CytB 10
Artibeus_jamaicensis.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.046 0.051 Artibeus_jamaicensis CytB 10
Artibeus_jamaicensis.CytB.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.12 0 Artibeus_jamaicensis CytB 20
Artibeus_jamaicensis.CytB.terminals.nuc.fa.20.samples.mike6.txt DAndDistance -0.027 0.155 Artibeus_jamaicensis CytB 20
Artibeus_jamaicensis.CytB.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance -0.062 0 Artibeus_jamaicensis CytB 30
Artibeus_jamaicensis.CytB.terminals.nuc.fa.30.samples.mike6.txt DAndDistance -0.03 0.076 Artibeus_jamaicensis CytB 30
Artibeus_jamaicensis.CytB.terminals.nuc.fa.40.samples.mike6.txt RSquareAndDistance -0.095 0 Artibeus_jamaicensis CytB 40
Artibeus_jamaicensis.CytB.terminals.nuc.fa.40.samples.mike6.txt DAndDistance -0.017 0.193 Artibeus_jamaicensis CytB 40
Artibeus_jamaicensis.CytB.terminals.nuc.fa.50.samples.mike6.txt RSquareAndDistance -0.08 0 Artibeus_jamaicensis CytB 50
Artibeus_jamaicensis.CytB.terminals.nuc.fa.50.samples.mike6.txt DAndDistance -0.021 0.134 Artibeus_jamaicensis CytB 50
Artibeus_lituratus.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.073 0.026 Artibeus_lituratus CytB 10
Artibeus_lituratus.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.019 0.315 Artibeus_lituratus CytB 10
Artibeus_lituratus.CytB.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.047 0.029 Artibeus_lituratus CytB 20
Artibeus_lituratus.CytB.terminals.nuc.fa.20.samples.mike6.txt DAndDistance -0.041 0.139 Artibeus_lituratus CytB 20
Artibeus_lituratus.CytB.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance -0.033 0.057 Artibeus_lituratus CytB 30
Artibeus_lituratus.CytB.terminals.nuc.fa.30.samples.mike6.txt DAndDistance 0.046 0.949 Artibeus_lituratus CytB 30
Artibeus_lituratus.CytB.terminals.nuc.fa.40.samples.mike6.txt RSquareAndDistance -0.029 0.064 Artibeus_lituratus CytB 40
Artibeus_lituratus.CytB.terminals.nuc.fa.40.samples.mike6.txt DAndDistance 0.046 0.952 Artibeus_lituratus CytB 40
Artibeus_lituratus.CytB.terminals.nuc.fa.50.samples.mike6.txt RSquareAndDistance -0.036 0.046 Artibeus_lituratus CytB 50
Artibeus_lituratus.CytB.terminals.nuc.fa.50.samples.mike6.txt DAndDistance -0.034 0.103 Artibeus_lituratus CytB 50
Artibeus_obscurus.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.009 0.593 Artibeus_obscurus CytB 10
Artibeus_obscurus.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.011 0.619 Artibeus_obscurus CytB 10
Artibeus_obscurus.CytB.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.056 0.007 Artibeus_obscurus CytB 20
Artibeus_obscurus.CytB.terminals.nuc.fa.20.samples.mike6.txt DAndDistance -0.023 0.171 Artibeus_obscurus CytB 20
Artibeus_obscurus.CytB.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance -0.062 0 Artibeus_obscurus CytB 30
Artibeus_obscurus.CytB.terminals.nuc.fa.30.samples.mike6.txt DAndDistance -0.08 0 Artibeus_obscurus CytB 30
Artibeus_obscurus.CytB.terminals.nuc.fa.40.samples.mike6.txt RSquareAndDistance -0.05 0.002 Artibeus_obscurus CytB 40
Artibeus_obscurus.CytB.terminals.nuc.fa.40.samples.mike6.txt DAndDistance -0.06 0.001 Artibeus_obscurus CytB 40
Artibeus_phaeotis.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.006 0.454 Artibeus_phaeotis CytB 10
Artibeus_planirostris.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.024 0.79 Artibeus_planirostris CytB 10
Artibeus_planirostris.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.044 0.87 Artibeus_planirostris CytB 10
Artibeus_planirostris.CytB.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.023 0.139 Artibeus_planirostris CytB 20
Artibeus_planirostris.CytB.terminals.nuc.fa.20.samples.mike6.txt DAndDistance -0.017 0.299 Artibeus_planirostris CytB 20
Artibeus_planirostris.CytB.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance -0.012 0.243 Artibeus_planirostris CytB 30
Artibeus_planirostris.CytB.terminals.nuc.fa.30.samples.mike6.txt DAndDistance 0.002 0.548 Artibeus_planirostris CytB 30
Artibeus_planirostris.CytB.terminals.nuc.fa.40.samples.mike6.txt RSquareAndDistance -0.075 0 Artibeus_planirostris CytB 40
Artibeus_planirostris.CytB.terminals.nuc.fa.40.samples.mike6.txt DAndDistance -0.009 0.33 Artibeus_planirostris CytB 40
Artibeus_planirostris.CytB.terminals.nuc.fa.50.samples.mike6.txt RSquareAndDistance -0.03 0.056 Artibeus_planirostris CytB 50
Artibeus_planirostris.CytB.terminals.nuc.fa.50.samples.mike6.txt DAndDistance -0.02 0.146 Artibeus_planirostris CytB 50
Aspidomorphus_lineaticollis.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.017 0.052 Aspidomorphus_lineaticollis CytB 10
Aspidomorphus_lineaticollis.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.012 0.766 Aspidomorphus_lineaticollis CytB 10
Astyanax_aeneus.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.072 0.151 Astyanax_aeneus CytB 10
Astyanax_aeneus.CytB.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance 0.003 0.517 Astyanax_aeneus CytB 20
Astyanax_aeneus.CytB.terminals.nuc.fa.20.samples.mike6.txt DAndDistance 0.021 0.714 Astyanax_aeneus CytB 20
Astyanax_aeneus.CytB.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance 0.033 0.883 Astyanax_aeneus CytB 30
